Hotel_ID,Purchased_Product,Booking_Date,Advance_Purchase,Length_of_Stay,Number_of_Rooms,Nightly_Rate,Total_Revenue,Membership_Status,VIP_Membership_Status
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,1,20070204,47,4,1,299.0,1196.0,1,0
1,1,20070204,40,3,1,269.0,807.0,3,2
1,1,20070204,60,5,1,469.0,2345.0,0,0
1,1,20070204,66,3,1,360.0,1080.0,1,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,1,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,1,20070204,56,5,1,423.0,2115.0,1,1
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,1,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,0,20070409,1,1,1,499.0,499.0,0,0
1,1,20070205,39,1,1,299.0,299.0,0,0
1,1,20070205,51,4,1,387.0,1548.0,1,0
1,1,20070205,51,4,1,396.0,1584.0,1,0
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,1,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,0,20070406,6,1,1,299.0,299.0,3,1
1,1,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,1,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,0,20070405,5,1,1,439.0,439.0,0,0
1,1,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,1,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,0,20070403,4,4,1,349.0,1396.0,0,0
1,1,20070205,44,3,1,449.0,1347.0,0,0
1,1,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,1,20070206,44,6,1,229.0,1374.0,0,0
1,1,20070206,46,1,1,270.0,270.0,0,0
1,1,20061205,108,1,1,299.0,299.0,1,0
1,1,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,0,20070411,1,1,1,419.0,419.0,0,0
1,1,20070206,46,1,1,270.0,270.0,0,0
1,1,20061204,105,4,1,1030.0,4120.0,0,0
1,1,20070206,45,2,1,299.0,598.0,0,0
1,1,20070206,40,1,1,269.0,269.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,1,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070409,2,1,1,399.0,399.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,1,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,0,20070404,9,2,1,299.0,598.0,0,0
1,1,20061210,120,5,1,499.0,2495.0,3,1
1,0,20070405,4,2,1,419.0,838.0,0,0
1,1,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,0,20070405,4,2,1,419.0,838.0,0,0
1,1,20070206,41,8,1,229.0,1832.0,0,0
1,1,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,0,20070301,26,1,1,469.0,469.0,0,0
1,1,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,0,20070405,5,1,1,399.0,399.0,0,0
1,1,20070207,46,2,1,299.0,598.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,1,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,0,20070403,7,1,1,399.0,399.0,0,0
1,1,20070405,4,2,1,379.0,758.0,0,0
1,0,20070405,4,2,1,379.0,758.0,0,0
1,0,20070405,4,2,1,379.0,758.0,0,0
1,0,20070405,4,2,1,379.0,758.0,0,0
1,0,20070405,4,2,1,379.0,758.0,0,0
1,0,20070405,4,2,1,379.0,758.0,0,0
1,0,20070405,4,2,1,379.0,758.0,0,0
1,0,20070405,4,2,1,379.0,758.0,0,0
1,0,20070405,4,2,1,379.0,758.0,0,0
1,1,20070110,68,4,1,399.0,1596.0,0,0
1,1,20070207,36,2,1,299.0,598.0,0,0
1,1,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,0,20070301,21,2,1,399.0,798.0,3,1
1,1,20070112,62,3,1,387.0,1161.0,1,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,1,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,0,20070301,15,2,1,269.0,538.0,0,0
1,1,20070404,7,1,1,439.0,439.0,0,0
1,0,20070404,7,1,1,439.0,439.0,0,0
1,0,20070404,7,1,1,439.0,439.0,0,0
1,0,20070404,7,1,1,439.0,439.0,0,0
1,0,20070404,7,1,1,439.0,439.0,0,0
1,0,20070404,7,1,1,439.0,439.0,0,0
1,0,20070404,7,1,1,439.0,439.0,0,0
1,0,20070404,7,1,1,439.0,439.0,0,0
1,0,20070404,7,1,1,439.0,439.0,0,0
