date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2024-11-16 07:00:00+00:00,0,6.752,-5.598,1.8192749,-9.572573,0,0,35860.824,31746.3,2.4,2.4,0,0,0,0,0,0,19.881649,33.839996,102.87537,11.41,1.5007541
2024-11-17 07:00:00+00:00,3,6.852,-4.848,1.5509272,-8.334772,0,0,35749.53,27063.977,1.95,2.35,0,0,0,0,0,0,13.37825,20.880001,76.4902,9.23,1.2256509
2024-11-18 07:00:00+00:00,3,7.752,-1.448,2.554779,-5.1354265,0,0,35640.363,25325.293,2.3,2.3,0,0,0,0,0,3,19.245697,30.239998,234.70508,9.32,1.1221054
2024-11-19 07:00:00+00:00,0,8.102,-1.198,3.0152478,-5.0957584,0,0,35533.473,31528.256,2.3,2.3,0,0,0,0,0,0,18.374111,28.8,238.57048,10.79,1.4831082
2024-11-20 07:00:00+00:00,0,8.402,-4.398,4.1621733,-8.461136,0,0,35429.027,31456.613,2.25,2.25,0,0,0,0,0,0,12.387348,23.4,154.17899,10.79,1.3337301
2024-11-21 07:00:00+00:00,2,8.702,-5.048,4.539775,-8.585047,0,0,35327.18,31385.682,2.25,2.25,0,0,0,0,0,0,9.9571085,15.4800005,107.52564,10.51,1.2127757
2024-11-22 07:00:00+00:00,3,7.752,-3.698,3.5849447,-7.337879,0,0,35228.11,30274.088,2.25,2.25,0,0,0,0,0,0,10.239453,18,4.763679,10.14,1.1821936
2024-11-23 07:00:00+00:00,3,6.802,-0.048,2.888278,-7.352228,0,0,35131.97,10800,1.65,2.2,0,0,0,0,0,8,30.302078,48.239998,275.7788,6.29,1.1524327
2024-11-24 07:00:00+00:00,3,0.302,-7.048,-7.775709,-14.677753,0,0,35038.94,18826.824,2.2,2.2,0,0,0,0,0,3,31.012281,48.96,273.69586,9.04,1.6146957
2024-11-25 07:00:00+00:00,2,-2.148,-9.748,-11.326054,-16.515854,0,0,34949.184,31003.908,2.2,2.2,0,0,0,0,0,0,38.966568,63,265.93002,10.48,1.3762319
2024-11-26 07:00:00+00:00,2,2.352,-6.498,-6.1003666,-13.155076,0,0,34862.88,29931.86,2.15,2.15,0,0,0,0,0,0,40.513996,67.32,262.76105,10.27,1.9076921
2024-11-27 07:00:00+00:00,3,4.052,-4.798,-3.1674335,-10.782078,0,0,34780.195,30981.686,2.15,2.15,0,0,0,0,0,0,33.88019,56.16,270.87128,10.16,1.8115131
2024-11-28 07:00:00+00:00,2,5.402,-1.0979999,-1.4303088,-6.455144,0,0,34700.85,30918.305,2.05,2.1,0,0,0,0,0,0,24.36591,41.399998,247.50165,9.94,2.3408558
2024-11-29 07:00:00+00:00,3,5.452,-2.448,-1.193778,-6.91364,0,0,34624.035,28915.855,2.05,2.05,0,0,0,0,0,0,22.007162,37.44,251.32866,9.85,1.8819313
2024-11-30 07:00:00+00:00,0,5.402,-2.098,-1.3011,-7.4140253,0,0,34549.79,30792.4,2.05,2.05,0,0,0,0,0,0,23.177402,37.44,254.50452,10.09,2.0319107
2024-12-01 07:00:00+00:00,2,3.352,-9.898,-2.103402,-13.633219,0,0,34478.227,30451.48,2,2,0,0,0,0,0,0,14.007655,26.64,286.678,9.8,0.9662695
2024-12-02 07:00:00+00:00,3,1.702,-7.298,-4.1183853,-11.461344,0,0,34409.44,30296.21,1.8,2,0,0,0,0,0,0,16.62249,27.72,243.3511,9.62,0.96107537
2024-12-03 07:00:00+00:00,71,1.552,-2.998,-4.4363317,-8.089384,0,0,34343.523,23495.434,1.95,1.95,0.6,0,0,0.35,4,20,24.36591,40.32,263.53287,8.3,1.0897201
2024-12-04 07:00:00+00:00,2,1.102,-5.398,-5.377852,-10.292443,0,0,34280.58,27989.262,1.9,1.9,0,0,0,0,0,3,23.749088,40.32,265.18475,8.56,1.1317472
2024-12-05 07:00:00+00:00,2,0.802,-6.898,-5.5750017,-11.610731,0,0,34220.7,30110.152,1.9,1.9,0,0,0,0,0,0,21.841648,36.36,258.89502,9.47,1.1164496
2024-12-06 07:00:00+00:00,2,-0.948,-11.798,-6.6168494,-15.557056,0,0,34163.99,29967.254,1.9,1.9,0,0,0,0,0,0,16.45007,30.599998,317.86246,9.67,0.72508335
2024-12-07 07:00:00+00:00,3,-3.498,-15.448,-8.162191,-19.754053,0,0,34110.54,29829.188,1.95,1.95,0,0,0,0,0,0,8.217153,15.84,85.275604,8.89,0.6713428
2024-12-08 07:00:00+00:00,3,-2.248,-11.948,-7.3583603,-16.28518,0,0,34060.453,29696.016,1.85,1.95,0,0,0,0,0,0,10.594036,18.359999,105.255165,9.35,0.7537508
2024-12-09 07:00:00+00:00,3,-2.0479999,-6.598,-7.1641283,-10.666468,0,0,34013.83,11356.441,1.4,1.9,0,0,0,0,0,3,10.703569,18,322.02826,6.39,0.63833857
2024-12-10 07:00:00+00:00,3,-2.748,-10.698,-7.40154,-14.800957,0,0,33970.758,18870.088,1.75,1.85,0,0,0,0,0,10,10.028439,15.84,242.09079,8.17,0.718502
2024-12-11 07:00:00+00:00,71,-2.498,-8.398,-7.198033,-14.636949,0,0,33931.332,10401.727,1.8,1.9,0.90000004,0,0,0.63000005,4,45,26.121714,43.56,263.03055,6.04,0.595467
2024-12-12 07:00:00+00:00,3,-5.598,-12.398,-12.0164175,-17.79084,0,0,33895.656,20295.207,1.95,1.95,0,0,0,0,0,3,29.749592,47.519997,265.3057,8.41,0.9608597
2024-12-13 07:00:00+00:00,0,-3.698,-10.798,-10.795608,-16.536575,0,0,33863.812,29419.049,1.85,1.85,0,0,0,0,0,0,23.157824,37.8,246.73586,9.49,1.1465348
2024-12-14 07:00:00+00:00,0,-1.148,-12.648,-8.958899,-17.829351,0,0,33835.902,29409.926,1.9,1.9,0,0,0,0,0,0,26.82906,42.12,252.35599,9.58,1.0768363
2024-12-15 07:00:00+00:00,3,-0.99799997,-13.898,-5.498657,-18.625422,0,0,33812.016,24846.873,1.65,1.85,0,0,0,0,0,0,26.220753,42.48,222.39742,7.86,0.98451626
2024-12-16 07:00:00+00:00,0,-0.79800004,-13.998,-5.3098125,-18.724506,0,0,33792.23,29294.34,1.85,1.85,0,0,0,0,0,0,6.193674,11.879999,185.63066,9.39,0.81603765
2024-12-17 07:00:00+00:00,3,-1.4979999,-9.398,-5.8945904,-14.24042,0,0,33776.645,25200,1.75,1.85,0,0,0,0,0,0,20.176065,33.839996,107.85219,8.38,1.1251888
2024-12-18 07:00:00+00:00,3,-3.5479999,-9.598,-8.919604,-15.662017,0,0,33765.242,29187.916,1.8,1.8,0,0,0,0,0,5,23.78453,37.8,260.29147,9.16,0.86216
2024-12-19 07:00:00+00:00,0,-3.248,-13.848,-10.037962,-18.248598,0,0,33757.836,29183.139,1.85,1.85,0,0,0,0,0,0,22.392462,36.719997,265.77725,9.53,0.84195936
2024-12-20 07:00:00+00:00,0,-4.898,-19.898,-10.504587,-24.391102,0,0,33754.383,29089.53,1.85,1.85,0,0,0,0,0,0,12.24,21.24,60.12415,9.55,0.6045985
2024-12-21 07:00:00+00:00,0,-3.748,-17.648,-9.144217,-21.993813,0,0,33754.863,28999.746,1.85,1.85,0,0,0,0,0,0,12.324414,19.8,68.453354,9.32,0.6976422
2024-12-22 07:00:00+00:00,3,-2.698,-11.398,-8.051899,-15.667939,0,0,33759.23,18249.352,1.75,1.8,0,0,0,0,0,0,17.377226,24.84,265.12408,6.86,0.7258312
2024-12-23 07:00:00+00:00,3,-0.948,-12.048,-7.7933125,-16.282772,0,0,33767.465,25480.604,1.8,1.8,0,0,0,0,0,0,21.707731,33.48,251.83183,8.8,1.0616854
2024-12-24 07:00:00+00:00,1,-0.848,-10.848,-7.145236,-15.090274,0,0,33779.51,29077.654,1.8,1.8,0,0,0,0,0,0,20.523155,34.2,252.4338,9.42,1.0247996
2024-12-25 07:00:00+00:00,3,-2.748,-10.598,-7.973115,-14.765044,0,0,33795.344,28800,1.6,1.8,0,0,0,0,0,0,10.799999,17.28,29.298891,8.55,0.6899092
2024-12-26 07:00:00+00:00,3,-5.798,-15.698,-11.425244,-22.082857,0,0,33814.914,25472.082,1.85,1.85,0,0,0,0,0,25,27.103,43.199997,276.45984,8.91,0.83132344
2024-12-27 07:00:00+00:00,0,-2.448,-15.248,-8.159921,-19.764904,0,0,33838.188,29069.557,1.85,1.85,0,0,0,0,0,0,21.915693,37.44,246.2973,9.73,0.79173154
2024-12-28 07:00:00+00:00,2,0.652,-8.798,-7.404442,-16.036722,0,0,33865.1,29067.27,1.8,1.8,0,0,0,0,0,0,32.241615,54.36,247.80685,9.76,1.5077718
2024-12-29 07:00:00+00:00,1,0.70199996,-7.948,-5.6280637,-12.417365,0,0,33895.63,29065.227,1.85,1.9,0,0,0,0,0,0,30.173496,51.48,253.41008,9.64,1.527906
2024-12-30 07:00:00+00:00,0,2.652,-11.698,-1.8237069,-15.9325075,0,0,33929.715,29063.504,1.9,1.9,0,0,0,0,0,0,12.496719,22.68,241.58731,9.72,0.918347
2024-12-31 07:00:00+00:00,3,3.102,-7.198,-1.4791186,-12.147459,0,0,33967.32,29108.238,1.85,1.95,0,0,0,0,0,0,19.839235,32.399998,256.2589,9.73,1.2574682
2025-01-01 07:00:00+00:00,3,0.402,-14.248,-5.604436,-18.630848,0,0,34008.38,29031.488,1.9,1.95,0,0,0,0,0,0,16.24394,29.519999,289.69205,9.03,0.8166138
2025-01-02 07:00:00+00:00,3,0.052,-12.098,-6.814638,-16.397633,0,0,34052.844,29102.188,1.9,1.9,0,0,0,0,0,0,21.746504,36.36,210.19795,9.72,0.8866329
2025-01-03 07:00:00+00:00,3,0.802,-4.998,-6.5383673,-10.927769,0,0,34100.67,17732.713,1.75,1.8,0,0,0,0,0,0,30.421598,50.039997,243.79391,7.38,1.6308382
2025-01-04 07:00:00+00:00,1,0.852,-7.948,-5.7804613,-12.567151,0,0,34151.81,29325.61,1.9,1.9,0,0,0,0,0,0,31.006012,52.199997,255.03374,9.95,1.4813237
2025-01-05 07:00:00+00:00,3,0.302,-13.298,-4.5878596,-17.843756,0,0,34206.195,29329.445,1.85,1.9,0,0,0,0,0,0,11.013882,21.96,184.80339,9.75,0.94416434
2025-01-06 07:00:00+00:00,3,0.45200002,-13.048,-4.4100637,-17.695591,0,0,34263.777,29419.195,1.95,1.95,0,0,0,0,0,0,18.0036,28.8,212.67226,10.09,0.9185204
2025-01-07 07:00:00+00:00,0,0.15200001,-12.848,-6.1356125,-17.079168,0,0,34324.82,29516.07,2,2,0,0,0,0,0,0,17.654688,30.239998,244.79889,10.23,0.9653468
2025-01-08 07:00:00+00:00,2,-3.498,-15.748,-8.1527605,-20.337748,0,0,34389.89,29221.414,2,2,0,0,0,0,0,0,7.386582,16.56,132.27367,10.1,0.8084017
2025-01-09 07:00:00+00:00,3,-2.698,-10.648,-8.468544,-15.937071,0,0,34458.863,29192.635,1.95,1.95,0,0,0,0,0,0,32.777798,52.92,258.5025,9.85,1.0464537
2025-01-10 07:00:00+00:00,85,-2.398,-7.248,-9.908097,-13.705615,0,0,34531.57,24792.512,2,2,1.0000001,0,0,0,6,25,32.44996,52.92,264.6612,7.95,1.155034
2025-01-11 07:00:00+00:00,1,-0.098000005,-8.848,-8.29435,-13.095953,0,0,34607.867,30132.96,2.15,2.15,0,0,0,0,0,0,30.821548,51.48,266.74695,10.61,0.99359983
2025-01-12 07:00:00+00:00,3,-0.448,-5.048,-7.728768,-10.099806,0,0,34687.6,29453.29,2.05,2.1,0,0,0,0,0,0,31.526215,53.28,256.91516,9.25,1.7344036
2025-01-13 07:00:00+00:00,3,0.102,-12.748,-7.1704283,-16.97256,0,0,34770.613,29133.34,2.1,2.1,0,0,0,0,0,20,26.420174,43.92,306.33304,10.36,0.9719533
2025-01-14 07:00:00+00:00,0,-4.498,-15.948,-11.469429,-20.656897,0,0,34856.758,30722.426,2.15,2.15,0,0,0,0,0,0,22.007162,36.719997,237.4989,11.21,0.8296445
2025-01-15 07:00:00+00:00,0,-0.148,-13.598,-4.9848504,-18.333893,0,0,34945.883,30672.307,2.15,2.15,0,0,0,0,0,0,22.505037,36.36,237.65591,11.08,1.1013546
2025-01-16 07:00:00+00:00,2,0.70199996,-13.948,-3.3991947,-18.644962,0,0,35037.84,31039.367,2.2,2.25,0,0,0,0,0,0,10.308831,19.44,181.81248,11.03,1.0132807
2025-01-17 07:00:00+00:00,3,2.2020001,-7.048,-4.261117,-11.880137,0,0,35132.477,29354.125,2.15,2.15,0,0,0,0,0,0,19.486609,32.399998,251.78534,10.7,1.5712711
2025-01-18 07:00:00+00:00,3,4.052,-9.448,-3.4729075,-13.861163,0,0,35229.645,30303.812,2.2,2.2,0,0,0,0,0,0,25.764534,38.519997,240.88103,10.93,1.3890005
2025-01-19 07:00:00+00:00,0,5.952,-5.598,1.1649017,-9.951618,0,0,35329.21,31696.133,2.25,2.25,0,0,0,0,0,0,24.798225,41.039997,238.57048,11.57,1.7657294
2025-01-20 07:00:00+00:00,3,6.602,-7.298,2.3496017,-11.775187,0,0,35431.027,23612.357,2.2,2.3,0,0,0,0,0,0,7.754637,15.84,182.67842,9.28,1.2178514
2025-01-21 07:00:00+00:00,1,3.252,-9.748,-1.4311976,-14.305786,0,0,35534.953,31881.828,2.25,2.3,0,0,0,0,0,0,7.5685663,15.119999,181.77876,11.47,1.2910936
2025-01-22 07:00:00+00:00,3,4.202,-9.898,-0.47561622,-14.4416275,0,0,35640.848,29899.953,2.35,2.35,0,0,0,0,0,0,12.074766,20.880001,98.95472,11.63,1.3035278
2025-01-23 07:00:00+00:00,3,6.702,-5.548,1.0497503,-9.218737,0,0,35748.574,13528.49,2.25,2.4,0,0,0,0,0,0,20.008356,29.88,266.4238,7.4,1.083015
2025-01-24 07:00:00+00:00,73,1.4020001,-8.548,-4.100753,-16.45119,0,0,35858.004,18310.834,2.5,2.55,5.5999994,0,0,3.92,8,98,35.346058,53.28,262.5952,9.39,1.1129407
2025-01-25 07:00:00+00:00,3,-5.698,-16.298,-14.049946,-23.85175,0,0,35969,32486.336,2.5,2.5,0,0,0,0,0,3,31.845247,49.68,271.38077,12.25,1.1062065
2025-01-26 07:00:00+00:00,3,-8.248,-17.948,-15.158962,-22.993652,0,0,36081.434,32609.36,2.55,2.55,0,0,0,0,0,0,24.29133,38.16,250.46329,12.74,0.7759084
2025-01-27 07:00:00+00:00,3,-2.398,-12.598,-10.145337,-17.66534,0,0,36195.727,32734.18,2.6,2.6,0,0,0,0,0,0,28.58545,48.96,242.8899,12.57,1.1696013
2025-01-28 07:00:00+00:00,3,2.552,-13.548,-4.061754,-17.939201,0,0,36312.895,32861.805,2.35,2.6,0,0,0,0,0,0,28.460497,48.6,239.26695,12.16,1.231738
2025-01-29 07:00:00+00:00,1,4.252,-9.798,-2.5744946,-14.271009,0,0,36432.797,32992.234,2.8,2.8,0,0,0,0,0,0,22.366402,38.16,250.37143,12.62,1.6278542
2025-01-30 07:00:00+00:00,3,4.302,-9.448,-1.0001552,-13.87529,0,0,36555.258,33125.266,2.85,2.85,0,0,0,0,0,0,23.042812,38.16,231.45392,12.83,1.564926
2025-01-31 07:00:00+00:00,3,3.7020001,-8.098,-0.9655199,-12.423674,0,0,36680.098,32428.057,2.65,2.65,0,0,0,0,0,0,12.768586,22.319998,202.22182,12.21,1.3093126
2025-02-01 07:00:00+00:00,3,2.152,-7.448,-3.8873427,-13.481284,0,0,36807.156,30576.979,2.55,2.75,0,0,0,0,0,0,24.569832,39.239998,267.98257,12.5,1.4780462
2025-02-02 07:00:00+00:00,3,-2.448,-9.748,-9.346329,-15.016544,0,0,36936.254,31714.209,2.8,2.8,0,0,0,0,0,3,24.288662,39.239998,265.51544,12.43,1.4107339
2025-02-03 07:00:00+00:00,3,-1.8479999,-8.598,-8.411886,-14.161224,0,0,37067.24,28397.625,2.8,2.8,0,0,0,0,0,0,28.220417,45.719997,273.6707,11.85,1.2371305
2025-02-04 07:00:00+00:00,3,-3.898,-12.898,-10.7654295,-17.502716,0,0,37199.945,33822.61,2.85,2.85,0,0,0,0,0,0,29.522196,47.16,284.96573,13.86,1.0792484
2025-02-05 07:00:00+00:00,0,-3.9980001,-10.348,-11.99095,-18.051565,0,0,37334.207,34313.227,2.95,2.95,0,0,0,0,0,0,35.309376,56.88,265.41077,14.18,1.6282132
2025-02-06 07:00:00+00:00,2,-6.198,-20.548,-13.970362,-25.21798,0,0,37469.88,34440.137,2.65,2.65,0,0,0,0,0,0,27.757378,47.88,355.38943,14.37,0.8918106
2025-02-07 07:00:00+00:00,0,-11.898,-21.548,-16.45432,-26.29996,0,0,37606.805,34551.938,2.7,2.7,0,0,0,0,0,3,10.296251,18,300.20743,14.79,0.79658026
