Hotel_ID,Booking_ID,Product_ID,Purchased_Product,Booking_Date,Check_In_Date,Check_Out_Date,Distribution_Channel,Advance_Purchase,Party_Size,Length_of_Stay,Number_of_Rooms,Nightly_Rate,Total_Revenue,Purchased_Rate_Code,Purchased_Room_Type,Merge_Indicator,Arrival_Rate,Rate_Code,Rate_Description,Room_Type,Membership_Status,Enrollment_Date,VIP_Membership_Status,VIP_Enrollment_Date
1,23,6,0,20070405,20070410,20070411,CRO/Hotel,5,1,1,1,439.0,439.0,Rate 2,King Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,24,1,1,20070405,20070410,20070411,GDS,5,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,24,5,0,20070405,20070410,20070411,GDS,5,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,24,6,0,20070405,20070410,20070411,GDS,5,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,30,1,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,359.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,30,2,1,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,419.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,30,3,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,359.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,30,4,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,359.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,0,,0,
1,30,5,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,459.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,30,6,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,559.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,30,7,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,359.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,32,1,0,20070409,20070410,20070411,WEB,1,1,1,1,499.0,499.0,Rate 2,Suite,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,32,2,0,20070409,20070410,20070411,WEB,1,1,1,1,499.0,499.0,Rate 2,Suite,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,32,3,0,20070409,20070410,20070411,WEB,1,1,1,1,499.0,499.0,Rate 2,Suite,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,32,4,0,20070409,20070410,20070411,WEB,1,1,1,1,499.0,499.0,Rate 2,Suite,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,32,5,1,20070409,20070410,20070411,WEB,1,1,1,1,499.0,499.0,Rate 2,Suite,1,499.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,32,6,0,20070409,20070410,20070411,WEB,1,1,1,1,499.0,499.0,Rate 2,Suite,1,599.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,37,1,0,20070406,20070413,20070414,CRO/Hotel,6,1,1,1,299.0,299.0,Rate 2,Special Type Room,1,279.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,3,20020512.0,1,20050307.0
1,37,2,0,20070406,20070413,20070414,CRO/Hotel,6,1,1,1,299.0,299.0,Rate 2,Special Type Room,1,279.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,3,20020512.0,1,20050307.0
1,37,3,0,20070406,20070413,20070414,CRO/Hotel,6,1,1,1,299.0,299.0,Rate 2,Special Type Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,3,20020512.0,1,20050307.0
1,37,4,0,20070406,20070413,20070414,CRO/Hotel,6,1,1,1,299.0,299.0,Rate 2,Special Type Room,1,339.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,3,20020512.0,1,20050307.0
1,37,5,1,20070406,20070413,20070414,CRO/Hotel,6,1,1,1,299.0,299.0,Rate 2,Special Type Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,3,20020512.0,1,20050307.0
1,37,6,0,20070406,20070413,20070414,CRO/Hotel,6,1,1,1,299.0,299.0,Rate 2,Special Type Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,3,20020512.0,1,20050307.0
1,37,7,0,20070406,20070413,20070414,CRO/Hotel,6,1,1,1,299.0,299.0,Rate 2,Special Type Room,1,379.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,3,20020512.0,1,20050307.0
1,37,8,0,20070406,20070413,20070414,CRO/Hotel,6,1,1,1,299.0,299.0,Rate 2,Special Type Room,1,479.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,3,20020512.0,1,20050307.0
1,37,9,0,20070406,20070413,20070414,CRO/Hotel,6,1,1,1,299.0,299.0,Rate 2,Special Type Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,3,20020512.0,1,20050307.0
1,38,1,1,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,469.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,38,2,0,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,38,3,0,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,529.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,38,4,0,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,629.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,39,1,1,20070405,20070410,20070411,CRO/Hotel,5,1,1,1,439.0,439.0,Rate 2,King Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,39,2,0,20070405,20070410,20070411,CRO/Hotel,5,1,1,1,439.0,439.0,Rate 2,King Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,39,3,0,20070405,20070410,20070411,CRO/Hotel,5,1,1,1,439.0,439.0,Rate 2,King Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,0,,0,
1,39,4,0,20070405,20070410,20070411,CRO/Hotel,5,1,1,1,439.0,439.0,Rate 2,King Room,1,499.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,39,5,0,20070405,20070410,20070411,CRO/Hotel,5,1,1,1,439.0,439.0,Rate 2,King Room,1,599.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,39,6,0,20070405,20070410,20070411,CRO/Hotel,5,1,1,1,439.0,439.0,Rate 2,King Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,40,1,1,20070405,20070410,20070411,GDS,5,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,40,5,0,20070405,20070410,20070411,GDS,5,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,40,6,0,20070405,20070410,20070411,GDS,5,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,41,1,0,20070403,20070407,20070411,GDS,4,1,4,1,349.0,1396.0,Rate 2,King Room,1,319.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,41,5,1,20070403,20070407,20070411,GDS,4,1,4,1,349.0,1396.0,Rate 2,King Room,1,349.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,41,6,0,20070403,20070407,20070411,GDS,4,1,4,1,349.0,1396.0,Rate 2,King Room,1,319.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,44,1,1,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,469.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,44,2,0,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,44,3,0,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,529.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,44,4,0,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,629.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,49,1,1,20070411,20070412,20070413,CRO/Hotel,1,1,1,1,419.0,419.0,Rate 2,King Room,1,419.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,49,2,0,20070411,20070412,20070413,CRO/Hotel,1,1,1,1,419.0,419.0,Rate 2,King Room,1,379.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,49,3,0,20070411,20070412,20070413,CRO/Hotel,1,1,1,1,419.0,419.0,Rate 2,King Room,1,479.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,49,4,0,20070411,20070412,20070413,CRO/Hotel,1,1,1,1,419.0,419.0,Rate 2,King Room,1,579.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,49,5,0,20070411,20070412,20070413,CRO/Hotel,1,1,1,1,419.0,419.0,Rate 2,King Room,1,379.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,54,1,0,20070409,20070412,20070413,CRO/Hotel,2,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,54,2,0,20070409,20070412,20070413,CRO/Hotel,2,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,54,3,0,20070409,20070412,20070413,CRO/Hotel,2,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,0,,0,
1,54,4,0,20070409,20070412,20070413,CRO/Hotel,2,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,499.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,54,5,0,20070409,20070412,20070413,CRO/Hotel,2,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,599.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,54,6,1,20070409,20070412,20070413,CRO/Hotel,2,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,55,1,0,20070404,20070413,20070415,CRO/Hotel,9,2,2,1,299.0,598.0,Rate 2,King Room,1,279.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,55,2,0,20070404,20070413,20070415,CRO/Hotel,9,2,2,1,299.0,598.0,Rate 2,King Room,1,279.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,55,3,1,20070404,20070413,20070415,CRO/Hotel,9,2,2,1,299.0,598.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,55,4,0,20070404,20070413,20070415,CRO/Hotel,9,2,2,1,299.0,598.0,Rate 2,King Room,1,339.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,55,5,0,20070404,20070413,20070415,CRO/Hotel,9,2,2,1,299.0,598.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,55,6,0,20070404,20070413,20070415,CRO/Hotel,9,2,2,1,299.0,598.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,0,,0,
1,55,7,0,20070404,20070413,20070415,CRO/Hotel,9,2,2,1,299.0,598.0,Rate 2,King Room,1,379.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,55,8,0,20070404,20070413,20070415,CRO/Hotel,9,2,2,1,299.0,598.0,Rate 2,King Room,1,479.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,55,9,0,20070404,20070413,20070415,CRO/Hotel,9,2,2,1,299.0,598.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,58,1,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,359.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,58,2,1,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,419.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,58,3,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,359.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,58,4,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,359.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,0,,0,
1,58,5,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,459.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,58,6,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,559.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,58,7,0,20070405,20070409,20070411,CRO/Hotel,4,1,2,1,419.0,838.0,Rate 2,King Room,1,359.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,62,1,1,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,469.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,62,2,0,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,62,3,0,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,529.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,62,4,0,20070301,20070327,20070328,CRO/Hotel,26,1,1,1,469.0,469.0,Rate 2,King Room,1,629.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,63,1,1,20070405,20070410,20070411,GDS,5,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,63,5,0,20070405,20070410,20070411,GDS,5,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,63,6,0,20070405,20070410,20070411,GDS,5,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,65,1,0,20070403,20070410,20070411,GDS,7,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,65,5,0,20070403,20070410,20070411,GDS,7,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,65,6,1,20070403,20070410,20070411,GDS,7,1,1,1,399.0,399.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,66,1,1,20070405,20070409,20070411,GDS,4,1,2,1,379.0,758.0,Rate 2,Special Type Room,1,379.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,66,4,0,20070405,20070409,20070411,GDS,4,1,2,1,379.0,758.0,Rate 2,Special Type Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,66,5,0,20070405,20070409,20070411,GDS,4,1,2,1,379.0,758.0,Rate 2,Special Type Room,1,359.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,70,1,1,20070301,20070323,20070325,CRO/Hotel,21,1,2,1,399.0,798.0,Rate 2,King Room,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,3,19950519.0,1,20060221.0
1,70,2,0,20070301,20070323,20070325,CRO/Hotel,21,1,2,1,399.0,798.0,Rate 2,King Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,3,19950519.0,1,20060221.0
1,70,3,0,20070301,20070323,20070325,CRO/Hotel,21,1,2,1,399.0,798.0,Rate 2,King Room,1,539.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,3,19950519.0,1,20060221.0
1,72,1,0,20070301,20070317,20070319,CRO/Hotel,15,1,2,1,269.0,538.0,Rate 2,Special Type Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,72,2,0,20070301,20070317,20070319,CRO/Hotel,15,1,2,1,269.0,538.0,Rate 2,Special Type Room,1,339.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,72,3,1,20070301,20070317,20070319,CRO/Hotel,15,1,2,1,269.0,538.0,Rate 2,Special Type Room,1,269.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,72,4,0,20070301,20070317,20070319,CRO/Hotel,15,1,2,1,269.0,538.0,Rate 2,Special Type Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,0,,0,
1,72,5,0,20070301,20070317,20070319,CRO/Hotel,15,1,2,1,269.0,538.0,Rate 2,Special Type Room,1,369.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,72,6,0,20070301,20070317,20070319,CRO/Hotel,15,1,2,1,269.0,538.0,Rate 2,Special Type Room,1,469.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,72,7,0,20070301,20070317,20070319,CRO/Hotel,15,1,2,1,269.0,538.0,Rate 2,Special Type Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,75,1,1,20070404,20070411,20070412,GDS,7,1,1,1,439.0,439.0,Rate 2,King Room,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,75,5,0,20070404,20070411,20070412,GDS,7,1,1,1,439.0,439.0,Rate 2,King Room,1,499.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,75,6,0,20070404,20070411,20070412,GDS,7,1,1,1,439.0,439.0,Rate 2,King Room,1,599.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,76,1,1,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,76,2,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,339.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,76,3,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,76,4,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,0,,0,
1,76,5,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,369.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,76,6,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,469.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,76,7,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,82,1,1,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,82,2,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,339.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,82,3,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,82,4,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,0,,0,
1,82,5,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,369.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,82,6,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,469.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,82,7,0,20070302,20070317,20070318,CRO/Hotel,15,1,1,1,299.0,299.0,Rate 2,King Room,1,299.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,87,1,0,20070406,20070412,20070413,WEB,6,1,1,1,599.0,599.0,Rate 2,Suite,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,87,2,0,20070406,20070412,20070413,WEB,6,1,1,1,599.0,599.0,Rate 2,Suite,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,87,3,0,20070406,20070412,20070413,WEB,6,1,1,1,599.0,599.0,Rate 2,Suite,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Queen Room,0,,0,
1,87,4,0,20070406,20070412,20070413,WEB,6,1,1,1,599.0,599.0,Rate 2,Suite,1,399.0,Rate 2,Rack Rate - Unrestricted Rate,Special Type Room,0,,0,
1,87,5,0,20070406,20070412,20070413,WEB,6,1,1,1,599.0,599.0,Rate 2,Suite,1,439.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,0,,0,
1,87,6,0,20070406,20070412,20070413,WEB,6,1,1,1,599.0,599.0,Rate 2,Suite,1,499.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,87,7,1,20070406,20070412,20070413,WEB,6,1,1,1,599.0,599.0,Rate 2,Suite,1,599.0,Rate 2,Rack Rate - Unrestricted Rate,Suite,0,,0,
1,89,15,0,20070302,20070330,20070405,WEB,28,2,6,1,519.0,3114.0,Rate 2,Suite,1,349.0,Rate 2,Rack Rate - Unrestricted Rate,King Room,2,20010109.0,1,20060426.0
